,OBJECTID,Codigo,Texto,Total,Anio,TipoEmpresa,cod,Shape__Area,Shape__Length,TipoHipoteca,M01,M02,M03,M04,M05,M06,M07,M08,M09,M10,M11,M12
2251,2.0,2.0,Albacete,736.0,2003,Sociedad_Anonima,2.0,24628869196.6688,982714.9831766171,Numero_hipotecas,699.0,623.0,1009.0,708.0,657.0,791.0,852.0,741.0,680.0,805.0,856.0,660.0
2252,3.0,3.0,Alicante,2227.0,2003,Sociedad_Anonima,3.0,9507175453.60967,698396.737290055,Numero_hipotecas,5995.0,5746.0,5715.0,6320.0,6251.0,6129.0,6566.0,4537.0,6407.0,5523.0,5219.0,5881.0
2253,4.0,4.0,Almería,860.0,2003,Sociedad_Anonima,4.0,13855293063.9255,764383.039721032,Numero_hipotecas,3437.0,2564.0,2946.0,2329.0,2937.0,2224.0,2654.0,2344.0,2766.0,3624.0,2731.0,2343.0
2254,5.0,5.0,Ávila,205.0,2003,Sociedad_Anonima,5.0,13966290552.5479,825947.5261177691,Numero_hipotecas,234.0,154.0,180.0,250.0,194.0,193.0,314.0,270.0,280.0,290.0,247.0,198.0
2255,6.0,6.0,Badajoz,892.0,2003,Sociedad_Anonima,6.0,35803975339.5203,1452266.34287763,Numero_hipotecas,1120.0,1112.0,1076.0,1215.0,1116.0,969.0,888.0,665.0,1148.0,1252.0,1083.0,978.0
2256,7.0,7.0,"Balears, Illes",3639.0,2003,Sociedad_Anonima,7.0,8397658655.339479,1885856.05039272,Numero_hipotecas,3036.0,3524.0,3351.0,3368.0,3564.0,3348.0,3270.0,2615.0,4078.0,3481.0,2893.0,3181.0
2257,8.0,8.0,Barcelona,25627.0,2003,Sociedad_Anonima,8.0,13892170189.5469,1078129.1918187,Numero_hipotecas,14867.0,15725.0,15306.0,13848.0,16299.0,14090.0,16645.0,13325.0,15356.0,15860.0,13360.0,12915.0
2258,9.0,9.0,Burgos,863.0,2003,Sociedad_Anonima,9.0,26203492774.134,1530155.70044239,Numero_hipotecas,1434.0,897.0,862.0,801.0,791.0,695.0,941.0,1040.0,939.0,1328.0,890.0,729.0
2259,10.0,10.0,Cáceres,513.0,2003,Sociedad_Anonima,10.0,33620075321.1089,1242300.63638205,Numero_hipotecas,667.0,708.0,651.0,682.0,507.0,687.0,683.0,397.0,654.0,752.0,598.0,625.0
2260,11.0,11.0,Cádiz,1264.0,2003,Sociedad_Anonima,11.0,11546868058.7637,895286.367485857,Numero_hipotecas,3668.0,4059.0,2755.0,2586.0,2479.0,3090.0,2275.0,2012.0,2638.0,3023.0,3474.0,2639.0
2261,12.0,12.0,Castellón/Castelló,1119.0,2003,Sociedad_Anonima,12.0,11396498994.3888,689218.0799780571,Numero_hipotecas,2228.0,1698.0,1358.0,1740.0,2010.0,1934.0,1356.0,1446.0,2231.0,1576.0,2180.0,1851.0
2262,13.0,13.0,Ciudad Real,607.0,2003,Sociedad_Anonima,13.0,32784774691.1465,1226477.61440341,Numero_hipotecas,758.0,700.0,688.0,676.0,770.0,891.0,839.0,612.0,756.0,923.0,677.0,827.0
2263,14.0,14.0,Córdoba,1030.0,2003,Sociedad_Anonima,14.0,22210490613.4485,1035879.20411489,Numero_hipotecas,1702.0,1540.0,1874.0,1189.0,1302.0,1829.0,1482.0,1474.0,1653.0,1870.0,1363.0,1412.0
2264,15.0,15.0,"Coruña, A",1765.0,2003,Sociedad_Anonima,15.0,14932452746.9961,1672703.78439944,Numero_hipotecas,1651.0,1781.0,1781.0,1907.0,2065.0,1644.0,1997.0,1752.0,2509.0,2610.0,2349.0,2306.0
2265,16.0,16.0,Cuenca,280.0,2003,Sociedad_Anonima,16.0,29155970159.0682,1004195.48622818,Numero_hipotecas,212.0,510.0,475.0,255.0,260.0,274.0,305.0,229.0,475.0,515.0,297.0,457.0
2266,17.0,17.0,Girona,2410.0,2003,Sociedad_Anonima,17.0,10752045126.223,1070140.38049906,Numero_hipotecas,3300.0,2867.0,3045.0,2158.0,3384.0,2969.0,3751.0,2785.0,2838.0,3187.0,2304.0,2432.0
2267,18.0,18.0,Granada,1040.0,2003,Sociedad_Anonima,18.0,20029967206.933,901313.088636386,Numero_hipotecas,1857.0,1642.0,1894.0,1599.0,1962.0,1474.0,1691.0,1346.0,1631.0,1908.0,1712.0,1886.0
2268,19.0,19.0,Guadalajara,318.0,2003,Sociedad_Anonima,19.0,21341530340.3421,1082690.53386729,Numero_hipotecas,724.0,736.0,744.0,615.0,569.0,811.0,861.0,514.0,866.0,904.0,864.0,865.0
2269,20.0,20.0,Gipuzkoa,2714.0,2003,Sociedad_Anonima,20.0,3756971201.4628897,476274.62841412204,Numero_hipotecas,1544.0,1543.0,1525.0,1485.0,1400.0,1415.0,1198.0,1109.0,1560.0,1467.0,962.0,1349.0
2270,21.0,21.0,Huelva,589.0,2003,Sociedad_Anonima,21.0,16153285348.281,835365.683870377,Numero_hipotecas,1758.0,1582.0,1627.0,1843.0,1657.0,1459.0,1467.0,1565.0,1068.0,1718.0,1617.0,2021.0
2271,22.0,22.0,Huesca,488.0,2003,Sociedad_Anonima,22.0,28522889036.2312,1093487.92655755,Numero_hipotecas,601.0,466.0,556.0,607.0,750.0,509.0,648.0,378.0,714.0,574.0,573.0,516.0
2272,23.0,23.0,Jaén,500.0,2003,Sociedad_Anonima,23.0,21780119684.2118,848387.076715209,Numero_hipotecas,1411.0,1242.0,1331.0,1301.0,1391.0,1151.0,842.0,874.0,1042.0,947.0,1209.0,998.0
2273,24.0,24.0,León,868.0,2003,Sociedad_Anonima,24.0,28794563640.7422,1141075.69540809,Numero_hipotecas,1217.0,1146.0,1158.0,953.0,1303.0,849.0,1407.0,1068.0,1378.0,1166.0,1546.0,800.0
2274,25.0,25.0,Lleida,1050.0,2003,Sociedad_Anonima,25.0,22090712889.8223,1149186.28726613,Numero_hipotecas,1135.0,1140.0,1302.0,946.0,844.0,1153.0,1003.0,900.0,1151.0,1225.0,1238.0,865.0
2275,26.0,26.0,"Rioja, La",925.0,2003,Sociedad_Anonima,26.0,9220827614.74902,780721.292206845,Numero_hipotecas,719.0,815.0,910.0,548.0,1098.0,855.0,692.0,616.0,821.0,1171.0,852.0,1247.0
2276,27.0,27.0,Lugo,293.0,2003,Sociedad_Anonima,27.0,18447358220.0669,987981.96377954,Numero_hipotecas,440.0,531.0,413.0,392.0,363.0,433.0,504.0,502.0,477.0,654.0,453.0,504.0
2277,28.0,28.0,Madrid,34817.0,2003,Sociedad_Anonima,28.0,13901299004.0898,997240.028194125,Numero_hipotecas,13360.0,14421.0,13430.0,12505.0,12622.0,16654.0,13864.0,10253.0,15380.0,16455.0,14066.0,11921.0
2278,29.0,29.0,Málaga,2627.0,2003,Sociedad_Anonima,29.0,11424758604.5872,780458.06915762,Numero_hipotecas,5054.0,6146.0,6799.0,4241.0,6363.0,4255.0,3928.0,4465.0,4800.0,6139.0,5009.0,3772.0
2279,30.0,30.0,Murcia,1961.0,2003,Sociedad_Anonima,30.0,18250070913.3211,924896.652056495,Numero_hipotecas,3976.0,4266.0,4143.0,3805.0,4400.0,4060.0,4221.0,3188.0,4168.0,5105.0,4008.0,3766.0
2280,31.0,31.0,Navarra,1823.0,2003,Sociedad_Anonima,31.0,19290430805.6213,1124671.5864665,Numero_hipotecas,1307.0,1134.0,1100.0,1101.0,1265.0,1243.0,1052.0,1066.0,1181.0,1432.0,1076.0,1019.0
2281,32.0,32.0,Ourense,483.0,2003,Sociedad_Anonima,32.0,13264171450.1428,808496.1696782409,Numero_hipotecas,410.0,283.0,376.0,293.0,378.0,342.0,493.0,275.0,404.0,436.0,301.0,414.0
2282,33.0,33.0,Asturias,2117.0,2003,Sociedad_Anonima,33.0,20019595252.5254,1234891.11505138,Numero_hipotecas,2802.0,3231.0,3148.0,2295.0,2478.0,1853.0,2670.0,1885.0,2483.0,2615.0,2191.0,2216.0
2283,34.0,34.0,Palencia,299.0,2003,Sociedad_Anonima,34.0,14760770924.6606,970566.905500649,Numero_hipotecas,327.0,349.0,521.0,149.0,555.0,291.0,346.0,287.0,382.0,429.0,421.0,339.0
2284,35.0,35.0,"Palmas, Las",1849.0,2003,Sociedad_Anonima,35.0,5250341373.94092,1059425.57153025,Numero_hipotecas,2873.0,3656.0,3273.0,2562.0,3490.0,2945.0,2786.0,2816.0,3053.0,4133.0,3427.0,3146.0
2285,36.0,36.0,Pontevedra,1524.0,2003,Sociedad_Anonima,36.0,8246811088.907709,1089081.49719412,Numero_hipotecas,1429.0,1485.0,1860.0,1640.0,1866.0,1555.0,1588.0,1526.0,1726.0,1937.0,1900.0,2093.0
2286,37.0,37.0,Salamanca,469.0,2003,Sociedad_Anonima,37.0,21576649161.0889,949093.601585701,Numero_hipotecas,828.0,796.0,810.0,642.0,778.0,599.0,797.0,413.0,614.0,643.0,544.0,716.0
2287,38.0,38.0,Santa Cruz de Tenerife,1430.0,2003,Sociedad_Anonima,38.0,4370210415.83691,964270.952057753,Numero_hipotecas,2652.0,2831.0,2328.0,2164.0,1949.0,2948.0,2243.0,1528.0,1967.0,2644.0,2017.0,2146.0
2288,39.0,39.0,Cantabria,1045.0,2003,Sociedad_Anonima,39.0,10025234336.8828,1030723.27314431,Numero_hipotecas,2206.0,2010.0,1852.0,2004.0,1783.0,1634.0,1864.0,1347.0,2231.0,1824.0,1825.0,1411.0
2289,40.0,40.0,Segovia,290.0,2003,Sociedad_Anonima,40.0,12228511132.8375,682490.780198299,Numero_hipotecas,300.0,286.0,331.0,261.0,348.0,408.0,352.0,253.0,390.0,502.0,382.0,352.0
2290,41.0,41.0,Sevilla,2870.0,2003,Sociedad_Anonima,41.0,22302112098.7773,1151383.07981696,Numero_hipotecas,5443.0,4807.0,5605.0,4166.0,3936.0,3769.0,4146.0,3249.0,4005.0,5731.0,4699.0,4917.0
2291,42.0,42.0,Soria,208.0,2003,Sociedad_Anonima,42.0,18457978154.5591,887721.466661127,Numero_hipotecas,242.0,262.0,141.0,193.0,208.0,170.0,320.0,157.0,153.0,166.0,286.0,234.0
2292,43.0,43.0,Tarragona,1698.0,2003,Sociedad_Anonima,43.0,11107383509.1959,934594.116306717,Numero_hipotecas,2621.0,2729.0,2341.0,2078.0,2279.0,2126.0,2554.0,2210.0,2361.0,2577.0,2639.0,2280.0
2293,44.0,44.0,Teruel,210.0,2003,Sociedad_Anonima,44.0,25764193799.5302,1167749.0880056003,Numero_hipotecas,177.0,185.0,130.0,148.0,153.0,233.0,216.0,98.0,119.0,189.0,167.0,114.0
2294,45.0,45.0,Toledo,959.0,2003,Sociedad_Anonima,45.0,26065010226.1974,1233071.99926331,Numero_hipotecas,1250.0,1057.0,1147.0,1165.0,1146.0,1249.0,1268.0,770.0,1418.0,1405.0,1058.0,1213.0
2295,46.0,46.0,Valencia/Valéncia,4538.0,2003,Sociedad_Anonima,46.0,18110130397.9234,1006499.31881275,Numero_hipotecas,6348.0,7014.0,6005.0,6137.0,7081.0,7710.0,7095.0,5216.0,7890.0,8581.0,6773.0,5751.0
2296,47.0,47.0,Valladolid,1240.0,2003,Sociedad_Anonima,47.0,14531327306.3015,993224.077367262,Numero_hipotecas,1083.0,1111.0,1357.0,1496.0,1328.0,1549.0,1092.0,1107.0,1241.0,1436.0,1157.0,1063.0
2297,48.0,48.0,Bizkaia,4590.0,2003,Sociedad_Anonima,48.0,4161383760.41016,618804.57009096,Numero_hipotecas,2293.0,2289.0,2145.0,2223.0,2356.0,2308.0,2325.0,2185.0,2575.0,2419.0,2283.0,2072.0
2298,49.0,49.0,Zamora,198.0,2003,Sociedad_Anonima,49.0,18976873417.3408,1017874.53482692,Numero_hipotecas,457.0,483.0,334.0,301.0,406.0,367.0,453.0,333.0,315.0,524.0,287.0,383.0
2299,50.0,50.0,Zaragoza,2772.0,2003,Sociedad_Anonima,50.0,30937790469.125,1582276.45562791,Numero_hipotecas,3492.0,2525.0,2163.0,2168.0,2700.0,2013.0,2136.0,2344.0,2562.0,2572.0,1803.0,1816.0
2300,1.0,1.0,Araba/Álava,1391.0,2002,Sociedad_Anonima,,,,,,,,,,,,,,,,
2301,2.0,2.0,Albacete,751.0,2002,Sociedad_Anonima,,,,,,,,,,,,,,,,
2302,3.0,3.0,Alicante,2306.0,2002,Sociedad_Anonima,,,,,,,,,,,,,,,,
2303,4.0,4.0,Almería,875.0,2002,Sociedad_Anonima,,,,,,,,,,,,,,,,
2304,5.0,5.0,Ávila,204.0,2002,Sociedad_Anonima,,,,,,,,,,,,,,,,
2305,6.0,6.0,Badajoz,915.0,2002,Sociedad_Anonima,,,,,,,,,,,,,,,,
2306,7.0,7.0,"Balears, Illes",3742.0,2002,Sociedad_Anonima,,,,,,,,,,,,,,,,
2307,8.0,8.0,Barcelona,26487.0,2002,Sociedad_Anonima,,,,,,,,,,,,,,,,
2308,9.0,9.0,Burgos,883.0,2002,Sociedad_Anonima,,,,,,,,,,,,,,,,
2309,10.0,10.0,Cáceres,516.0,2002,Sociedad_Anonima,,,,,,,,,,,,,,,,
2310,11.0,11.0,Cádiz,1302.0,2002,Sociedad_Anonima,,,,,,,,,,,,,,,,
2311,12.0,12.0,Castellón/Castelló,1122.0,2002,Sociedad_Anonima,,,,,,,,,,,,,,,,
2312,13.0,13.0,Ciudad Real,618.0,2002,Sociedad_Anonima,,,,,,,,,,,,,,,,
2313,14.0,14.0,Córdoba,1041.0,2002,Sociedad_Anonima,,,,,,,,,,,,,,,,
2314,15.0,15.0,"Coruña, A",1757.0,2002,Sociedad_Anonima,,,,,,,,,,,,,,,,
2315,16.0,16.0,Cuenca,275.0,2002,Sociedad_Anonima,,,,,,,,,,,,,,,,
2316,17.0,17.0,Girona,2461.0,2002,Sociedad_Anonima,,,,,,,,,,,,,,,,
2317,18.0,18.0,Granada,1036.0,2002,Sociedad_Anonima,,,,,,,,,,,,,,,,
2318,19.0,19.0,Guadalajara,329.0,2002,Sociedad_Anonima,,,,,,,,,,,,,,,,
2319,20.0,20.0,Gipuzkoa,2748.0,2002,Sociedad_Anonima,,,,,,,,,,,,,,,,
2320,21.0,21.0,Huelva,596.0,2002,Sociedad_Anonima,,,,,,,,,,,,,,,,
2321,22.0,22.0,Huesca,500.0,2002,Sociedad_Anonima,,,,,,,,,,,,,,,,
2322,23.0,23.0,Jaén,509.0,2002,Sociedad_Anonima,,,,,,,,,,,,,,,,
2323,24.0,24.0,León,885.0,2002,Sociedad_Anonima,,,,,,,,,,,,,,,,
2324,25.0,25.0,Lleida,1056.0,2002,Sociedad_Anonima,,,,,,,,,,,,,,,,
2325,26.0,26.0,"Rioja, La",944.0,2002,Sociedad_Anonima,,,,,,,,,,,,,,,,
2326,27.0,27.0,Lugo,300.0,2002,Sociedad_Anonima,,,,,,,,,,,,,,,,
2327,28.0,28.0,Madrid,35019.0,2002,Sociedad_Anonima,,,,,,,,,,,,,,,,
2328,29.0,29.0,Málaga,2664.0,2002,Sociedad_Anonima,,,,,,,,,,,,,,,,
2329,30.0,30.0,Murcia,1979.0,2002,Sociedad_Anonima,,,,,,,,,,,,,,,,
2330,31.0,31.0,Navarra,1848.0,2002,Sociedad_Anonima,,,,,,,,,,,,,,,,
2331,32.0,32.0,Ourense,485.0,2002,Sociedad_Anonima,,,,,,,,,,,,,,,,
2332,33.0,33.0,Asturias,2147.0,2002,Sociedad_Anonima,,,,,,,,,,,,,,,,
2333,34.0,34.0,Palencia,298.0,2002,Sociedad_Anonima,,,,,,,,,,,,,,,,
2334,35.0,35.0,"Palmas, Las",1953.0,2002,Sociedad_Anonima,,,,,,,,,,,,,,,,
2335,36.0,36.0,Pontevedra,1507.0,2002,Sociedad_Anonima,,,,,,,,,,,,,,,,
2336,37.0,37.0,Salamanca,471.0,2002,Sociedad_Anonima,,,,,,,,,,,,,,,,
2337,38.0,38.0,Santa Cruz de Tenerife,1418.0,2002,Sociedad_Anonima,,,,,,,,,,,,,,,,
2338,39.0,39.0,Cantabria,1092.0,2002,Sociedad_Anonima,,,,,,,,,,,,,,,,
2339,40.0,40.0,Segovia,303.0,2002,Sociedad_Anonima,,,,,,,,,,,,,,,,
2340,41.0,41.0,Sevilla,2871.0,2002,Sociedad_Anonima,,,,,,,,,,,,,,,,
2341,42.0,42.0,Soria,214.0,2002,Sociedad_Anonima,,,,,,,,,,,,,,,,
2342,43.0,43.0,Tarragona,1757.0,2002,Sociedad_Anonima,,,,,,,,,,,,,,,,
2343,44.0,44.0,Teruel,209.0,2002,Sociedad_Anonima,,,,,,,,,,,,,,,,
2344,45.0,45.0,Toledo,955.0,2002,Sociedad_Anonima,,,,,,,,,,,,,,,,
2345,46.0,46.0,Valencia/Valéncia,4623.0,2002,Sociedad_Anonima,,,,,,,,,,,,,,,,
2346,47.0,47.0,Valladolid,1284.0,2002,Sociedad_Anonima,,,,,,,,,,,,,,,,
2347,48.0,48.0,Bizkaia,4634.0,2002,Sociedad_Anonima,,,,,,,,,,,,,,,,
2348,49.0,49.0,Zamora,197.0,2002,Sociedad_Anonima,,,,,,,,,,,,,,,,
2349,50.0,50.0,Zaragoza,2821.0,2002,Sociedad_Anonima,,,,,,,,,,,,,,,,
2350,1.0,1.0,Araba/Álava,1422.0,2001,Sociedad_Anonima,,,,,,,,,,,,,,,,
2351,2.0,2.0,Albacete,782.0,2001,Sociedad_Anonima,,,,,,,,,,,,,,,,
2352,3.0,3.0,Alicante,2321.0,2001,Sociedad_Anonima,,,,,,,,,,,,,,,,
2353,4.0,4.0,Almería,880.0,2001,Sociedad_Anonima,,,,,,,,,,,,,,,,
2354,5.0,5.0,Ávila,210.0,2001,Sociedad_Anonima,,,,,,,,,,,,,,,,
2355,6.0,6.0,Badajoz,924.0,2001,Sociedad_Anonima,,,,,,,,,,,,,,,,
2356,7.0,7.0,"Balears, Illes",3842.0,2001,Sociedad_Anonima,,,,,,,,,,,,,,,,
2357,8.0,8.0,Barcelona,27303.0,2001,Sociedad_Anonima,,,,,,,,,,,,,,,,
2358,9.0,9.0,Burgos,890.0,2001,Sociedad_Anonima,,,,,,,,,,,,,,,,
2359,10.0,10.0,Cáceres,487.0,2001,Sociedad_Anonima,,,,,,,,,,,,,,,,
2360,11.0,11.0,Cádiz,1313.0,2001,Sociedad_Anonima,,,,,,,,,,,,,,,,
2361,12.0,12.0,Castellón/Castelló,1131.0,2001,Sociedad_Anonima,,,,,,,,,,,,,,,,
2362,13.0,13.0,Ciudad Real,624.0,2001,Sociedad_Anonima,,,,,,,,,,,,,,,,
2363,14.0,14.0,Córdoba,1024.0,2001,Sociedad_Anonima,,,,,,,,,,,,,,,,
2364,15.0,15.0,"Coruña, A",1817.0,2001,Sociedad_Anonima,,,,,,,,,,,,,,,,
2365,16.0,16.0,Cuenca,276.0,2001,Sociedad_Anonima,,,,,,,,,,,,,,,,
2366,17.0,17.0,Girona,2515.0,2001,Sociedad_Anonima,,,,,,,,,,,,,,,,
2367,18.0,18.0,Granada,1047.0,2001,Sociedad_Anonima,,,,,,,,,,,,,,,,
2368,19.0,19.0,Guadalajara,329.0,2001,Sociedad_Anonima,,,,,,,,,,,,,,,,
2369,20.0,20.0,Gipuzkoa,2837.0,2001,Sociedad_Anonima,,,,,,,,,,,,,,,,
2370,21.0,21.0,Huelva,592.0,2001,Sociedad_Anonima,,,,,,,,,,,,,,,,
2371,22.0,22.0,Huesca,510.0,2001,Sociedad_Anonima,,,,,,,,,,,,,,,,
2372,23.0,23.0,Jaén,516.0,2001,Sociedad_Anonima,,,,,,,,,,,,,,,,
2373,24.0,24.0,León,881.0,2001,Sociedad_Anonima,,,,,,,,,,,,,,,,
2374,25.0,25.0,Lleida,1076.0,2001,Sociedad_Anonima,,,,,,,,,,,,,,,,
2375,26.0,26.0,"Rioja, La",957.0,2001,Sociedad_Anonima,,,,,,,,,,,,,,,,
2376,27.0,27.0,Lugo,314.0,2001,Sociedad_Anonima,,,,,,,,,,,,,,,,
2377,28.0,28.0,Madrid,35638.0,2001,Sociedad_Anonima,,,,,,,,,,,,,,,,
2378,29.0,29.0,Málaga,2716.0,2001,Sociedad_Anonima,,,,,,,,,,,,,,,,
2379,30.0,30.0,Murcia,2025.0,2001,Sociedad_Anonima,,,,,,,,,,,,,,,,
2380,31.0,31.0,Navarra,1874.0,2001,Sociedad_Anonima,,,,,,,,,,,,,,,,
2381,32.0,32.0,Ourense,498.0,2001,Sociedad_Anonima,,,,,,,,,,,,,,,,
2382,33.0,33.0,Asturias,2229.0,2001,Sociedad_Anonima,,,,,,,,,,,,,,,,
2383,34.0,34.0,Palencia,304.0,2001,Sociedad_Anonima,,,,,,,,,,,,,,,,
2384,35.0,35.0,"Palmas, Las",1971.0,2001,Sociedad_Anonima,,,,,,,,,,,,,,,,
2385,36.0,36.0,Pontevedra,1506.0,2001,Sociedad_Anonima,,,,,,,,,,,,,,,,
2386,37.0,37.0,Salamanca,495.0,2001,Sociedad_Anonima,,,,,,,,,,,,,,,,
2387,38.0,38.0,Santa Cruz de Tenerife,1444.0,2001,Sociedad_Anonima,,,,,,,,,,,,,,,,
2388,39.0,39.0,Cantabria,1115.0,2001,Sociedad_Anonima,,,,,,,,,,,,,,,,
2389,40.0,40.0,Segovia,309.0,2001,Sociedad_Anonima,,,,,,,,,,,,,,,,
2390,41.0,41.0,Sevilla,2905.0,2001,Sociedad_Anonima,,,,,,,,,,,,,,,,
2391,42.0,42.0,Soria,212.0,2001,Sociedad_Anonima,,,,,,,,,,,,,,,,
2392,43.0,43.0,Tarragona,1802.0,2001,Sociedad_Anonima,,,,,,,,,,,,,,,,
2393,44.0,44.0,Teruel,213.0,2001,Sociedad_Anonima,,,,,,,,,,,,,,,,
2394,45.0,45.0,Toledo,977.0,2001,Sociedad_Anonima,,,,,,,,,,,,,,,,
2395,46.0,46.0,Valencia/Valéncia,4774.0,2001,Sociedad_Anonima,,,,,,,,,,,,,,,,
2396,47.0,47.0,Valladolid,1302.0,2001,Sociedad_Anonima,,,,,,,,,,,,,,,,
2397,48.0,48.0,Bizkaia,4961.0,2001,Sociedad_Anonima,,,,,,,,,,,,,,,,
2398,49.0,49.0,Zamora,198.0,2001,Sociedad_Anonima,,,,,,,,,,,,,,,,
2399,50.0,50.0,Zaragoza,2827.0,2001,Sociedad_Anonima,,,,,,,,,,,,,,,,
2400,1.0,1.0,Araba/Álava,1422.0,2000,Sociedad_Anonima,,,,,,,,,,,,,,,,
2401,2.0,2.0,Albacete,817.0,2000,Sociedad_Anonima,,,,,,,,,,,,,,,,
2402,3.0,3.0,Alicante,2368.0,2000,Sociedad_Anonima,,,,,,,,,,,,,,,,
2403,4.0,4.0,Almería,891.0,2000,Sociedad_Anonima,,,,,,,,,,,,,,,,
2404,5.0,5.0,Ávila,214.0,2000,Sociedad_Anonima,,,,,,,,,,,,,,,,
2405,6.0,6.0,Badajoz,921.0,2000,Sociedad_Anonima,,,,,,,,,,,,,,,,
2406,7.0,7.0,"Balears, Illes",3964.0,2000,Sociedad_Anonima,,,,,,,,,,,,,,,,
2407,8.0,8.0,Barcelona,28193.0,2000,Sociedad_Anonima,,,,,,,,,,,,,,,,
2408,9.0,9.0,Burgos,906.0,2000,Sociedad_Anonima,,,,,,,,,,,,,,,,
2409,10.0,10.0,Cáceres,496.0,2000,Sociedad_Anonima,,,,,,,,,,,,,,,,
2410,11.0,11.0,Cádiz,1284.0,2000,Sociedad_Anonima,,,,,,,,,,,,,,,,
2411,12.0,12.0,Castellón/Castelló,1135.0,2000,Sociedad_Anonima,,,,,,,,,,,,,,,,
2412,13.0,13.0,Ciudad Real,598.0,2000,Sociedad_Anonima,,,,,,,,,,,,,,,,
2413,14.0,14.0,Córdoba,1050.0,2000,Sociedad_Anonima,,,,,,,,,,,,,,,,
2414,15.0,15.0,"Coruña, A",1825.0,2000,Sociedad_Anonima,,,,,,,,,,,,,,,,
2415,16.0,16.0,Cuenca,280.0,2000,Sociedad_Anonima,,,,,,,,,,,,,,,,
2416,17.0,17.0,Girona,2598.0,2000,Sociedad_Anonima,,,,,,,,,,,,,,,,
2417,18.0,18.0,Granada,1045.0,2000,Sociedad_Anonima,,,,,,,,,,,,,,,,
2418,19.0,19.0,Guadalajara,319.0,2000,Sociedad_Anonima,,,,,,,,,,,,,,,,
2419,20.0,20.0,Gipuzkoa,2870.0,2000,Sociedad_Anonima,,,,,,,,,,,,,,,,
2420,21.0,21.0,Huelva,601.0,2000,Sociedad_Anonima,,,,,,,,,,,,,,,,
2421,22.0,22.0,Huesca,524.0,2000,Sociedad_Anonima,,,,,,,,,,,,,,,,
2422,23.0,23.0,Jaén,531.0,2000,Sociedad_Anonima,,,,,,,,,,,,,,,,
2423,24.0,24.0,León,880.0,2000,Sociedad_Anonima,,,,,,,,,,,,,,,,
2424,25.0,25.0,Lleida,1109.0,2000,Sociedad_Anonima,,,,,,,,,,,,,,,,
2425,26.0,26.0,"Rioja, La",959.0,2000,Sociedad_Anonima,,,,,,,,,,,,,,,,
2426,27.0,27.0,Lugo,312.0,2000,Sociedad_Anonima,,,,,,,,,,,,,,,,
2427,28.0,28.0,Madrid,35648.0,2000,Sociedad_Anonima,,,,,,,,,,,,,,,,
2428,29.0,29.0,Málaga,2761.0,2000,Sociedad_Anonima,,,,,,,,,,,,,,,,
2429,30.0,30.0,Murcia,2033.0,2000,Sociedad_Anonima,,,,,,,,,,,,,,,,
2430,31.0,31.0,Navarra,1826.0,2000,Sociedad_Anonima,,,,,,,,,,,,,,,,
2431,32.0,32.0,Ourense,493.0,2000,Sociedad_Anonima,,,,,,,,,,,,,,,,
2432,33.0,33.0,Asturias,2216.0,2000,Sociedad_Anonima,,,,,,,,,,,,,,,,
2433,34.0,34.0,Palencia,309.0,2000,Sociedad_Anonima,,,,,,,,,,,,,,,,
2434,35.0,35.0,"Palmas, Las",1969.0,2000,Sociedad_Anonima,,,,,,,,,,,,,,,,
2435,36.0,36.0,Pontevedra,1488.0,2000,Sociedad_Anonima,,,,,,,,,,,,,,,,
2436,37.0,37.0,Salamanca,503.0,2000,Sociedad_Anonima,,,,,,,,,,,,,,,,
2437,38.0,38.0,Santa Cruz de Tenerife,1469.0,2000,Sociedad_Anonima,,,,,,,,,,,,,,,,
2438,39.0,39.0,Cantabria,1141.0,2000,Sociedad_Anonima,,,,,,,,,,,,,,,,
2439,40.0,40.0,Segovia,310.0,2000,Sociedad_Anonima,,,,,,,,,,,,,,,,
2440,41.0,41.0,Sevilla,2904.0,2000,Sociedad_Anonima,,,,,,,,,,,,,,,,
2441,42.0,42.0,Soria,211.0,2000,Sociedad_Anonima,,,,,,,,,,,,,,,,
2442,43.0,43.0,Tarragona,1847.0,2000,Sociedad_Anonima,,,,,,,,,,,,,,,,
2443,44.0,44.0,Teruel,214.0,2000,Sociedad_Anonima,,,,,,,,,,,,,,,,
2444,45.0,45.0,Toledo,1004.0,2000,Sociedad_Anonima,,,,,,,,,,,,,,,,
2445,46.0,46.0,Valencia/Valéncia,4847.0,2000,Sociedad_Anonima,,,,,,,,,,,,,,,,
2446,47.0,47.0,Valladolid,1331.0,2000,Sociedad_Anonima,,,,,,,,,,,,,,,,
2447,48.0,48.0,Bizkaia,5061.0,2000,Sociedad_Anonima,,,,,,,,,,,,,,,,
2448,49.0,49.0,Zamora,196.0,2000,Sociedad_Anonima,,,,,,,,,,,,,,,,
2449,50.0,50.0,Zaragoza,2954.0,2000,Sociedad_Anonima,,,,,,,,,,,,,,,,
2450,1.0,1.0,Araba/Álava,1425.0,1999,Sociedad_Anonima,,,,,,,,,,,,,,,,
2451,2.0,2.0,Albacete,830.0,1999,Sociedad_Anonima,,,,,,,,,,,,,,,,
2452,3.0,3.0,Alicante,2406.0,1999,Sociedad_Anonima,,,,,,,,,,,,,,,,
2453,4.0,4.0,Almería,908.0,1999,Sociedad_Anonima,,,,,,,,,,,,,,,,
