OBJECTID,Codigo,Texto,Total,Anio,TipoEmpresa,cod,Shape__Area,Shape__Length,TipoHipoteca,M01,M02,M03,M04,M05,M06,M07,M08,M09,M10,M11,M12
44.0,44.0,Teruel,204.0,2009,Sociedad_Anonima,44.0,25764193799.5302,1167749.0880056003,Numero_hipotecas,229.0,183.0,301.0,155.0,216.0,204.0,148.0,316.0,110.0,234.0,249.0,155.0
45.0,45.0,Toledo,982.0,2009,Sociedad_Anonima,45.0,26065010226.1974,1233071.99926331,Numero_hipotecas,1501.0,1246.0,1422.0,1599.0,2507.0,2196.0,2006.0,1164.0,1970.0,2015.0,1620.0,1250.0
46.0,46.0,Valencia/Valéncia,4008.0,2009,Sociedad_Anonima,46.0,18110130397.9234,1006499.31881275,Numero_hipotecas,4416.0,5881.0,4834.0,4874.0,6200.0,6070.0,5959.0,4823.0,7405.0,6343.0,5545.0,5658.0
47.0,47.0,Valladolid,1094.0,2009,Sociedad_Anonima,47.0,14531327306.3015,993224.077367262,Numero_hipotecas,1152.0,1281.0,1068.0,1113.0,1588.0,1659.0,1807.0,1329.0,2665.0,1271.0,1301.0,1429.0
48.0,48.0,Bizkaia,3844.0,2009,Sociedad_Anonima,48.0,4161383760.41016,618804.57009096,Numero_hipotecas,1673.0,1459.0,1503.0,1996.0,1480.0,2345.0,1922.0,2375.0,1850.0,1449.0,1571.0,1959.0
49.0,49.0,Zamora,197.0,2009,Sociedad_Anonima,49.0,18976873417.3408,1017874.53482692,Numero_hipotecas,539.0,339.0,386.0,307.0,254.0,345.0,272.0,193.0,199.0,321.0,284.0,325.0
50.0,50.0,Zaragoza,2298.0,2009,Sociedad_Anonima,50.0,30937790469.125,1582276.45562791,Numero_hipotecas,1489.0,2310.0,3034.0,2128.0,3120.0,2913.0,3280.0,2088.0,2155.0,1794.0,1937.0,1464.0
1.0,1.0,Araba/Álava,1281.0,2008,Sociedad_Anonima,1.0,5558819816.938479,899065.384760544,Numero_hipotecas,633.0,602.0,480.0,766.0,794.0,895.0,826.0,448.0,862.0,948.0,789.0,522.0
2.0,2.0,Albacete,680.0,2008,Sociedad_Anonima,2.0,24628869196.6688,982714.9831766171,Numero_hipotecas,1098.0,1032.0,915.0,1014.0,871.0,857.0,1338.0,1043.0,540.0,1106.0,602.0,553.0
3.0,3.0,Alicante,2097.0,2008,Sociedad_Anonima,3.0,9507175453.60967,698396.737290055,Numero_hipotecas,8391.0,6793.0,4336.0,6423.0,5289.0,4812.0,4579.0,3942.0,6025.0,4887.0,3887.0,3393.0
4.0,4.0,Almería,825.0,2008,Sociedad_Anonima,4.0,13855293063.9255,764383.039721032,Numero_hipotecas,3164.0,2358.0,2268.0,3177.0,2257.0,1852.0,2212.0,1530.0,2178.0,2504.0,1855.0,2159.0
5.0,5.0,Ávila,186.0,2008,Sociedad_Anonima,5.0,13966290552.5479,825947.5261177691,Numero_hipotecas,421.0,731.0,435.0,562.0,716.0,481.0,586.0,554.0,649.0,446.0,431.0,278.0
6.0,6.0,Badajoz,864.0,2008,Sociedad_Anonima,6.0,35803975339.5203,1452266.34287763,Numero_hipotecas,1511.0,1623.0,1420.0,1740.0,1841.0,1694.0,1764.0,1372.0,1004.0,979.0,865.0,1294.0
7.0,7.0,"Balears, Illes",3283.0,2008,Sociedad_Anonima,7.0,8397658655.339479,1885856.05039272,Numero_hipotecas,3316.0,3992.0,2671.0,3418.0,3038.0,2646.0,3218.0,2280.0,2790.0,2578.0,1845.0,2163.0
8.0,8.0,Barcelona,21119.0,2008,Sociedad_Anonima,8.0,13892170189.5469,1078129.1918187,Numero_hipotecas,11638.0,11721.0,9742.0,10674.0,12704.0,8290.0,9434.0,7212.0,8311.0,7383.0,7516.0,5877.0
9.0,9.0,Burgos,823.0,2008,Sociedad_Anonima,9.0,26203492774.134,1530155.70044239,Numero_hipotecas,1084.0,717.0,674.0,896.0,816.0,1001.0,1095.0,1333.0,840.0,1046.0,922.0,978.0
10.0,10.0,Cáceres,468.0,2008,Sociedad_Anonima,10.0,33620075321.1089,1242300.63638205,Numero_hipotecas,654.0,965.0,668.0,852.0,742.0,675.0,800.0,598.0,583.0,736.0,1187.0,474.0
11.0,11.0,Cádiz,1085.0,2008,Sociedad_Anonima,11.0,11546868058.7637,895286.367485857,Numero_hipotecas,3866.0,3651.0,2114.0,2876.0,2563.0,3150.0,2727.0,2654.0,2524.0,3031.0,2145.0,1512.0
12.0,12.0,Castellón/Castelló,1072.0,2008,Sociedad_Anonima,12.0,11396498994.3888,689218.0799780571,Numero_hipotecas,3829.0,2533.0,2295.0,2346.0,2450.0,2102.0,2089.0,2305.0,1863.0,1716.0,1332.0,1053.0
13.0,13.0,Ciudad Real,583.0,2008,Sociedad_Anonima,13.0,32784774691.1465,1226477.61440341,Numero_hipotecas,1821.0,1289.0,784.0,1360.0,1173.0,1080.0,1817.0,737.0,1275.0,1362.0,543.0,531.0
14.0,14.0,Córdoba,972.0,2008,Sociedad_Anonima,14.0,22210490613.4485,1035879.20411489,Numero_hipotecas,1490.0,2225.0,1277.0,1517.0,1596.0,2000.0,1337.0,1095.0,1297.0,1013.0,908.0,967.0
15.0,15.0,"Coruña, A",1682.0,2008,Sociedad_Anonima,15.0,14932452746.9961,1672703.78439944,Numero_hipotecas,2687.0,2156.0,1919.0,2646.0,2043.0,2201.0,1841.0,1752.0,1871.0,2263.0,1653.0,1584.0
16.0,16.0,Cuenca,301.0,2008,Sociedad_Anonima,16.0,29155970159.0682,1004195.48622818,Numero_hipotecas,594.0,456.0,534.0,578.0,576.0,525.0,704.0,203.0,338.0,218.0,168.0,371.0
17.0,17.0,Girona,2121.0,2008,Sociedad_Anonima,17.0,10752045126.223,1070140.38049906,Numero_hipotecas,2684.0,2444.0,2093.0,2002.0,1973.0,1406.0,1817.0,1547.0,1400.0,2132.0,1288.0,1708.0
18.0,18.0,Granada,937.0,2008,Sociedad_Anonima,18.0,20029967206.933,901313.088636386,Numero_hipotecas,2843.0,1961.0,2251.0,1858.0,2369.0,2467.0,1805.0,1152.0,1696.0,1947.0,1716.0,1619.0
19.0,19.0,Guadalajara,343.0,2008,Sociedad_Anonima,19.0,21341530340.3421,1082690.53386729,Numero_hipotecas,1776.0,895.0,477.0,1000.0,834.0,940.0,874.0,750.0,510.0,1025.0,508.0,450.0
20.0,20.0,Gipuzkoa,2363.0,2008,Sociedad_Anonima,20.0,3756971201.4628897,476274.62841412204,Numero_hipotecas,1261.0,1277.0,1032.0,1181.0,1167.0,1077.0,936.0,944.0,1382.0,1139.0,743.0,855.0
21.0,21.0,Huelva,536.0,2008,Sociedad_Anonima,21.0,16153285348.281,835365.683870377,Numero_hipotecas,1827.0,2299.0,1651.0,2076.0,1717.0,1921.0,1654.0,1034.0,1344.0,1262.0,1428.0,894.0
22.0,22.0,Huesca,449.0,2008,Sociedad_Anonima,22.0,28522889036.2312,1093487.92655755,Numero_hipotecas,729.0,932.0,500.0,692.0,551.0,674.0,722.0,586.0,782.0,593.0,652.0,1041.0
23.0,23.0,Jaén,462.0,2008,Sociedad_Anonima,23.0,21780119684.2118,848387.076715209,Numero_hipotecas,1479.0,1435.0,1276.0,1416.0,1091.0,1143.0,987.0,981.0,1010.0,1065.0,700.0,825.0
24.0,24.0,León,891.0,2008,Sociedad_Anonima,24.0,28794563640.7422,1141075.69540809,Numero_hipotecas,1432.0,1320.0,1230.0,1131.0,1024.0,833.0,1386.0,1280.0,650.0,827.0,677.0,1146.0
25.0,25.0,Lleida,944.0,2008,Sociedad_Anonima,25.0,22090712889.8223,1149186.28726613,Numero_hipotecas,1361.0,1413.0,1362.0,1150.0,1260.0,998.0,1109.0,874.0,967.0,707.0,714.0,998.0
26.0,26.0,"Rioja, La",857.0,2008,Sociedad_Anonima,26.0,9220827614.74902,780721.292206845,Numero_hipotecas,1043.0,1208.0,1093.0,1110.0,898.0,640.0,1275.0,1072.0,1321.0,1176.0,1271.0,1012.0
27.0,27.0,Lugo,310.0,2008,Sociedad_Anonima,27.0,18447358220.0669,987981.96377954,Numero_hipotecas,442.0,356.0,477.0,508.0,383.0,456.0,339.0,740.0,543.0,473.0,364.0,611.0
28.0,28.0,Madrid,33169.0,2008,Sociedad_Anonima,28.0,13901299004.0898,997240.028194125,Numero_hipotecas,13884.0,13536.0,12024.0,14818.0,13215.0,12542.0,15574.0,11711.0,14677.0,12011.0,8328.0,9088.0
29.0,29.0,Málaga,2354.0,2008,Sociedad_Anonima,29.0,11424758604.5872,780458.06915762,Numero_hipotecas,5751.0,4994.0,4033.0,4534.0,4191.0,3867.0,5563.0,3247.0,4374.0,4082.0,3622.0,3014.0
30.0,30.0,Murcia,1830.0,2008,Sociedad_Anonima,30.0,18250070913.3211,924896.652056495,Numero_hipotecas,8765.0,5572.0,5443.0,8098.0,5225.0,4491.0,4259.0,3204.0,4677.0,4756.0,3621.0,3306.0
31.0,31.0,Navarra,1662.0,2008,Sociedad_Anonima,31.0,19290430805.6213,1124671.5864665,Numero_hipotecas,1350.0,1078.0,872.0,1456.0,1198.0,979.0,986.0,1023.0,1151.0,1038.0,833.0,939.0
32.0,32.0,Ourense,459.0,2008,Sociedad_Anonima,32.0,13264171450.1428,808496.1696782409,Numero_hipotecas,654.0,403.0,530.0,495.0,474.0,362.0,300.0,377.0,390.0,478.0,437.0,431.0
33.0,33.0,Asturias,1992.0,2008,Sociedad_Anonima,33.0,20019595252.5254,1234891.11505138,Numero_hipotecas,2286.0,2244.0,2158.0,2474.0,2113.0,1904.0,2153.0,1822.0,1991.0,2249.0,1916.0,1936.0
34.0,34.0,Palencia,270.0,2008,Sociedad_Anonima,34.0,14760770924.6606,970566.905500649,Numero_hipotecas,243.0,381.0,246.0,342.0,246.0,210.0,243.0,264.0,299.0,225.0,268.0,320.0
35.0,35.0,"Palmas, Las",1729.0,2008,Sociedad_Anonima,35.0,5250341373.94092,1059425.57153025,Numero_hipotecas,3496.0,3270.0,2834.0,3614.0,2827.0,3100.0,3964.0,2805.0,2125.0,2631.0,1847.0,6036.0
36.0,36.0,Pontevedra,1548.0,2008,Sociedad_Anonima,36.0,8246811088.907709,1089081.49719412,Numero_hipotecas,2648.0,2131.0,1686.0,2222.0,1868.0,2194.0,1719.0,2481.0,1635.0,1809.0,1693.0,1347.0
37.0,37.0,Salamanca,453.0,2008,Sociedad_Anonima,37.0,21576649161.0889,949093.601585701,Numero_hipotecas,1027.0,997.0,1265.0,762.0,762.0,897.0,774.0,532.0,1045.0,1071.0,538.0,757.0
38.0,38.0,Santa Cruz de Tenerife,1369.0,2008,Sociedad_Anonima,38.0,4370210415.83691,964270.952057753,Numero_hipotecas,3221.0,2326.0,2985.0,2879.0,2717.0,2405.0,2546.0,2477.0,2152.0,1991.0,2417.0,2119.0
39.0,39.0,Cantabria,976.0,2008,Sociedad_Anonima,39.0,10025234336.8828,1030723.27314431,Numero_hipotecas,1744.0,1775.0,1730.0,1972.0,1377.0,1693.0,2359.0,1413.0,1609.0,1605.0,1304.0,1592.0
40.0,40.0,Segovia,287.0,2008,Sociedad_Anonima,40.0,12228511132.8375,682490.780198299,Numero_hipotecas,702.0,377.0,296.0,463.0,278.0,376.0,372.0,323.0,480.0,327.0,230.0,304.0
41.0,41.0,Sevilla,2549.0,2008,Sociedad_Anonima,41.0,22302112098.7773,1151383.07981696,Numero_hipotecas,6413.0,5886.0,5988.0,5188.0,4190.0,5560.0,5639.0,3033.0,4984.0,4290.0,4023.0,3305.0
42.0,42.0,Soria,202.0,2008,Sociedad_Anonima,42.0,18457978154.5591,887721.466661127,Numero_hipotecas,240.0,283.0,132.0,137.0,334.0,337.0,211.0,118.0,282.0,233.0,140.0,113.0
43.0,43.0,Tarragona,1479.0,2008,Sociedad_Anonima,43.0,11107383509.1959,934594.116306717,Numero_hipotecas,2855.0,2732.0,1754.0,1918.0,1816.0,1388.0,1773.0,1619.0,1304.0,1568.0,1155.0,1018.0
44.0,44.0,Teruel,206.0,2008,Sociedad_Anonima,44.0,25764193799.5302,1167749.0880056003,Numero_hipotecas,453.0,355.0,357.0,357.0,242.0,280.0,223.0,197.0,255.0,438.0,209.0,132.0
45.0,45.0,Toledo,999.0,2008,Sociedad_Anonima,45.0,26065010226.1974,1233071.99926331,Numero_hipotecas,3933.0,4315.0,2199.0,3129.0,3070.0,2641.0,2539.0,1597.0,2215.0,3729.0,1407.0,1358.0
46.0,46.0,Valencia/Valéncia,4178.0,2008,Sociedad_Anonima,46.0,18110130397.9234,1006499.31881275,Numero_hipotecas,8694.0,7484.0,5657.0,7785.0,8603.0,6686.0,7065.0,4437.0,6899.0,6822.0,4491.0,4666.0
47.0,47.0,Valladolid,1157.0,2008,Sociedad_Anonima,47.0,14531327306.3015,993224.077367262,Numero_hipotecas,1292.0,1323.0,2465.0,1373.0,1316.0,1490.0,1413.0,1203.0,1292.0,2444.0,1147.0,1091.0
48.0,48.0,Bizkaia,3968.0,2008,Sociedad_Anonima,48.0,4161383760.41016,618804.57009096,Numero_hipotecas,2405.0,1966.0,1475.0,2154.0,2551.0,2091.0,2128.0,1617.0,1970.0,1587.0,1925.0,2622.0
49.0,49.0,Zamora,202.0,2008,Sociedad_Anonima,49.0,18976873417.3408,1017874.53482692,Numero_hipotecas,504.0,377.0,302.0,368.0,431.0,291.0,771.0,286.0,580.0,970.0,340.0,278.0
50.0,50.0,Zaragoza,2356.0,2008,Sociedad_Anonima,50.0,30937790469.125,1582276.45562791,Numero_hipotecas,2412.0,1820.0,1986.0,2751.0,1969.0,2562.0,2465.0,1905.0,2083.0,1641.0,1848.0,2492.0
1.0,1.0,Araba/Álava,1281.0,2007,Sociedad_Anonima,1.0,5558819816.938479,899065.384760544,Numero_hipotecas,853.0,940.0,926.0,591.0,838.0,1319.0,967.0,434.0,739.0,1113.0,796.0,611.0
2.0,2.0,Albacete,714.0,2007,Sociedad_Anonima,2.0,24628869196.6688,982714.9831766171,Numero_hipotecas,1512.0,1187.0,2053.0,1618.0,2188.0,1499.0,1369.0,1135.0,1172.0,1070.0,1153.0,853.0
3.0,3.0,Alicante,2143.0,2007,Sociedad_Anonima,3.0,9507175453.60967,698396.737290055,Numero_hipotecas,11589.0,10473.0,9105.0,7484.0,9657.0,9666.0,9567.0,7552.0,8611.0,7327.0,6940.0,5586.0
4.0,4.0,Almería,849.0,2007,Sociedad_Anonima,4.0,13855293063.9255,764383.039721032,Numero_hipotecas,4576.0,4039.0,4982.0,4743.0,5222.0,4091.0,3869.0,4188.0,3476.0,5257.0,3921.0,2496.0
5.0,5.0,Ávila,186.0,2007,Sociedad_Anonima,5.0,13966290552.5479,825947.5261177691,Numero_hipotecas,539.0,493.0,469.0,343.0,449.0,626.0,589.0,498.0,522.0,593.0,516.0,392.0
6.0,6.0,Badajoz,869.0,2007,Sociedad_Anonima,6.0,35803975339.5203,1452266.34287763,Numero_hipotecas,2162.0,1578.0,1658.0,1375.0,1769.0,2521.0,1788.0,1770.0,2061.0,2198.0,2106.0,1028.0
7.0,7.0,"Balears, Illes",3375.0,2007,Sociedad_Anonima,7.0,8397658655.339479,1885856.05039272,Numero_hipotecas,5474.0,4655.0,4841.0,4125.0,5923.0,5308.0,4646.0,4047.0,4031.0,4664.0,4499.0,3114.0
8.0,8.0,Barcelona,21799.0,2007,Sociedad_Anonima,8.0,13892170189.5469,1078129.1918187,Numero_hipotecas,17857.0,15811.0,15651.0,13092.0,16211.0,14113.0,14376.0,11679.0,12648.0,12154.0,11414.0,8573.0
9.0,9.0,Burgos,844.0,2007,Sociedad_Anonima,9.0,26203492774.134,1530155.70044239,Numero_hipotecas,1200.0,1094.0,1480.0,1055.0,1066.0,959.0,836.0,1012.0,828.0,1060.0,971.0,892.0
10.0,10.0,Cáceres,478.0,2007,Sociedad_Anonima,10.0,33620075321.1089,1242300.63638205,Numero_hipotecas,914.0,820.0,1052.0,754.0,806.0,776.0,769.0,600.0,888.0,934.0,881.0,547.0
11.0,11.0,Cádiz,1138.0,2007,Sociedad_Anonima,11.0,11546868058.7637,895286.367485857,Numero_hipotecas,5144.0,4446.0,4651.0,3768.0,4341.0,3928.0,4039.0,3285.0,4391.0,5130.0,3325.0,2770.0
12.0,12.0,Castellón/Castelló,1095.0,2007,Sociedad_Anonima,12.0,11396498994.3888,689218.0799780571,Numero_hipotecas,2830.0,2255.0,3834.0,3495.0,2762.0,2930.0,2921.0,3017.0,4020.0,3922.0,3630.0,2399.0
13.0,13.0,Ciudad Real,590.0,2007,Sociedad_Anonima,13.0,32784774691.1465,1226477.61440341,Numero_hipotecas,1666.0,1703.0,1258.0,1120.0,1595.0,1420.0,1203.0,1273.0,1720.0,1588.0,1661.0,883.0
14.0,14.0,Córdoba,1019.0,2007,Sociedad_Anonima,14.0,22210490613.4485,1035879.20411489,Numero_hipotecas,2859.0,2173.0,2679.0,2095.0,2987.0,2544.0,2259.0,2548.0,2347.0,2231.0,1763.0,1293.0
15.0,15.0,"Coruña, A",1704.0,2007,Sociedad_Anonima,15.0,14932452746.9961,1672703.78439944,Numero_hipotecas,2502.0,2194.0,2439.0,1829.0,2284.0,2272.0,2174.0,2081.0,2362.0,1726.0,2236.0,2179.0
16.0,16.0,Cuenca,301.0,2007,Sociedad_Anonima,16.0,29155970159.0682,1004195.48622818,Numero_hipotecas,498.0,400.0,660.0,581.0,703.0,516.0,587.0,549.0,505.0,536.0,614.0,1134.0
17.0,17.0,Girona,2181.0,2007,Sociedad_Anonima,17.0,10752045126.223,1070140.38049906,Numero_hipotecas,3959.0,4423.0,3834.0,3175.0,4046.0,3144.0,2938.0,2958.0,2538.0,2844.0,2420.0,1922.0
18.0,18.0,Granada,959.0,2007,Sociedad_Anonima,18.0,20029967206.933,901313.088636386,Numero_hipotecas,3318.0,2942.0,3593.0,2307.0,2693.0,2808.0,3402.0,1976.0,2679.0,3550.0,3026.0,2023.0
19.0,19.0,Guadalajara,337.0,2007,Sociedad_Anonima,19.0,21341530340.3421,1082690.53386729,Numero_hipotecas,1171.0,811.0,950.0,1496.0,1828.0,1605.0,837.0,905.0,1093.0,1263.0,1527.0,620.0
20.0,20.0,Gipuzkoa,2372.0,2007,Sociedad_Anonima,20.0,3756971201.4628897,476274.62841412204,Numero_hipotecas,1628.0,1519.0,1398.0,1188.0,1358.0,1348.0,1129.0,1117.0,1423.0,1014.0,1120.0,951.0
21.0,21.0,Huelva,558.0,2007,Sociedad_Anonima,21.0,16153285348.281,835365.683870377,Numero_hipotecas,2708.0,1968.0,2413.0,1575.0,2360.0,2285.0,2370.0,2359.0,2307.0,2691.0,3098.0,1779.0
22.0,22.0,Huesca,461.0,2007,Sociedad_Anonima,22.0,28522889036.2312,1093487.92655755,Numero_hipotecas,1067.0,930.0,1018.0,1061.0,1056.0,772.0,1345.0,779.0,794.0,818.0,1044.0,669.0
23.0,23.0,Jaén,468.0,2007,Sociedad_Anonima,23.0,21780119684.2118,848387.076715209,Numero_hipotecas,2484.0,1887.0,1988.0,1639.0,2276.0,2092.0,1906.0,1457.0,1843.0,1923.0,1827.0,1284.0
24.0,24.0,León,891.0,2007,Sociedad_Anonima,24.0,28794563640.7422,1141075.69540809,Numero_hipotecas,1732.0,1574.0,1403.0,1518.0,1622.0,1504.0,1606.0,1570.0,971.0,1085.0,1662.0,1120.0
25.0,25.0,Lleida,959.0,2007,Sociedad_Anonima,25.0,22090712889.8223,1149186.28726613,Numero_hipotecas,2165.0,1888.0,2245.0,1609.0,2138.0,1957.0,1889.0,1453.0,1669.0,1406.0,1432.0,1106.0
26.0,26.0,"Rioja, La",883.0,2007,Sociedad_Anonima,26.0,9220827614.74902,780721.292206845,Numero_hipotecas,1172.0,877.0,1030.0,888.0,1289.0,1173.0,1020.0,1045.0,589.0,1614.0,1105.0,1191.0
27.0,27.0,Lugo,313.0,2007,Sociedad_Anonima,27.0,18447358220.0669,987981.96377954,Numero_hipotecas,968.0,526.0,489.0,487.0,677.0,776.0,460.0,686.0,341.0,532.0,542.0,391.0
28.0,28.0,Madrid,33623.0,2007,Sociedad_Anonima,28.0,13901299004.0898,997240.028194125,Numero_hipotecas,18622.0,16065.0,19344.0,15919.0,17050.0,16133.0,16479.0,13744.0,17779.0,13448.0,13651.0,9041.0
29.0,29.0,Málaga,2483.0,2007,Sociedad_Anonima,29.0,11424758604.5872,780458.06915762,Numero_hipotecas,8635.0,5892.0,6910.0,5654.0,7748.0,6136.0,5989.0,6233.0,6477.0,6319.0,6299.0,4057.0
30.0,30.0,Murcia,1846.0,2007,Sociedad_Anonima,30.0,18250070913.3211,924896.652056495,Numero_hipotecas,7224.0,6510.0,5749.0,6839.0,7355.0,6573.0,6241.0,4300.0,7543.0,6363.0,5948.0,5618.0
31.0,31.0,Navarra,1722.0,2007,Sociedad_Anonima,31.0,19290430805.6213,1124671.5864665,Numero_hipotecas,1934.0,1709.0,1712.0,1192.0,1959.0,1398.0,1279.0,1285.0,1379.0,1401.0,1898.0,987.0
32.0,32.0,Ourense,463.0,2007,Sociedad_Anonima,32.0,13264171450.1428,808496.1696782409,Numero_hipotecas,444.0,464.0,682.0,329.0,503.0,685.0,555.0,491.0,404.0,478.0,515.0,329.0
33.0,33.0,Asturias,2016.0,2007,Sociedad_Anonima,33.0,20019595252.5254,1234891.11505138,Numero_hipotecas,3320.0,2947.0,2606.0,2587.0,2710.0,2988.0,2321.0,2560.0,2447.0,2846.0,3287.0,1628.0
34.0,34.0,Palencia,288.0,2007,Sociedad_Anonima,34.0,14760770924.6606,970566.905500649,Numero_hipotecas,263.0,339.0,686.0,378.0,789.0,436.0,435.0,349.0,470.0,380.0,319.0,199.0
35.0,35.0,"Palmas, Las",1777.0,2007,Sociedad_Anonima,35.0,5250341373.94092,1059425.57153025,Numero_hipotecas,5818.0,4452.0,4349.0,3367.0,3700.0,4679.0,3324.0,3814.0,3791.0,4201.0,4348.0,2791.0
36.0,36.0,Pontevedra,1573.0,2007,Sociedad_Anonima,36.0,8246811088.907709,1089081.49719412,Numero_hipotecas,2281.0,2195.0,2106.0,2082.0,2334.0,2462.0,2143.0,2020.0,2106.0,2464.0,2175.0,1999.0
37.0,37.0,Salamanca,458.0,2007,Sociedad_Anonima,37.0,21576649161.0889,949093.601585701,Numero_hipotecas,1189.0,754.0,799.0,692.0,1135.0,923.0,758.0,635.0,902.0,828.0,890.0,1009.0
38.0,38.0,Santa Cruz de Tenerife,1397.0,2007,Sociedad_Anonima,38.0,4370210415.83691,964270.952057753,Numero_hipotecas,4211.0,2888.0,3964.0,3479.0,4259.0,3892.0,3467.0,2698.0,3062.0,3296.0,3046.0,2736.0
39.0,39.0,Cantabria,996.0,2007,Sociedad_Anonima,39.0,10025234336.8828,1030723.27314431,Numero_hipotecas,2157.0,2092.0,2982.0,2071.0,2154.0,2067.0,1550.0,1726.0,2040.0,1869.0,1546.0,1364.0
40.0,40.0,Segovia,285.0,2007,Sociedad_Anonima,40.0,12228511132.8375,682490.780198299,Numero_hipotecas,382.0,329.0,506.0,578.0,708.0,492.0,414.0,384.0,518.0,633.0,569.0,467.0
41.0,41.0,Sevilla,2669.0,2007,Sociedad_Anonima,41.0,22302112098.7773,1151383.07981696,Numero_hipotecas,9399.0,6602.0,9397.0,5061.0,6366.0,6004.0,8394.0,5869.0,7218.0,6548.0,5473.0,5274.0
42.0,42.0,Soria,202.0,2007,Sociedad_Anonima,42.0,18457978154.5591,887721.466661127,Numero_hipotecas,239.0,158.0,188.0,132.0,152.0,110.0,306.0,263.0,269.0,108.0,258.0,128.0
43.0,43.0,Tarragona,1549.0,2007,Sociedad_Anonima,43.0,11107383509.1959,934594.116306717,Numero_hipotecas,3930.0,4155.0,4943.0,3514.0,4113.0,3614.0,3462.0,3026.0,2908.0,3111.0,3147.0,2288.0
44.0,44.0,Teruel,210.0,2007,Sociedad_Anonima,44.0,25764193799.5302,1167749.0880056003,Numero_hipotecas,366.0,217.0,398.0,374.0,338.0,348.0,215.0,313.0,241.0,237.0,273.0,356.0
45.0,45.0,Toledo,995.0,2007,Sociedad_Anonima,45.0,26065010226.1974,1233071.99926331,Numero_hipotecas,4274.0,3917.0,4474.0,4435.0,4330.0,4163.0,4101.0,2551.0,4064.0,4046.0,4479.0,2495.0
46.0,46.0,Valencia/Valéncia,4311.0,2007,Sociedad_Anonima,46.0,18110130397.9234,1006499.31881275,Numero_hipotecas,11423.0,10294.0,10932.0,9561.0,13095.0,11177.0,10518.0,7502.0,8911.0,9796.0,9281.0,6454.0
47.0,47.0,Valladolid,1181.0,2007,Sociedad_Anonima,47.0,14531327306.3015,993224.077367262,Numero_hipotecas,1868.0,1772.0,1807.0,1781.0,2029.0,2001.0,1374.0,1933.0,1298.0,1344.0,1515.0,1339.0
48.0,48.0,Bizkaia,3965.0,2007,Sociedad_Anonima,48.0,4161383760.41016,618804.57009096,Numero_hipotecas,2766.0,2625.0,2410.0,1923.0,2651.0,2082.0,1932.0,2427.0,2081.0,2019.0,1913.0,1755.0
49.0,49.0,Zamora,205.0,2007,Sociedad_Anonima,49.0,18976873417.3408,1017874.53482692,Numero_hipotecas,492.0,548.0,419.0,305.0,336.0,399.0,409.0,420.0,334.0,323.0,464.0,253.0
50.0,50.0,Zaragoza,2394.0,2007,Sociedad_Anonima,50.0,30937790469.125,1582276.45562791,Numero_hipotecas,3402.0,3107.0,3168.0,2166.0,3636.0,2683.0,2581.0,3313.0,2332.0,2263.0,3078.0,2702.0
1.0,1.0,Araba/Álava,1322.0,2006,Sociedad_Anonima,1.0,5558819816.938479,899065.384760544,Numero_hipotecas,914.0,822.0,928.0,642.0,1012.0,841.0,594.0,601.0,916.0,728.0,948.0,579.0
2.0,2.0,Albacete,728.0,2006,Sociedad_Anonima,2.0,24628869196.6688,982714.9831766171,Numero_hipotecas,1528.0,1073.0,1331.0,1160.0,1380.0,947.0,1121.0,1024.0,1534.0,1298.0,1960.0,937.0
3.0,3.0,Alicante,2173.0,2006,Sociedad_Anonima,3.0,9507175453.60967,698396.737290055,Numero_hipotecas,11470.0,9227.0,10363.0,7912.0,10280.0,9451.0,9526.0,8093.0,9673.0,8934.0,10010.0,7133.0
4.0,4.0,Almería,863.0,2006,Sociedad_Anonima,4.0,13855293063.9255,764383.039721032,Numero_hipotecas,4147.0,4113.0,5702.0,4462.0,6308.0,4297.0,4519.0,3317.0,3949.0,5792.0,4899.0,3293.0
5.0,5.0,Ávila,194.0,2006,Sociedad_Anonima,5.0,13966290552.5479,825947.5261177691,Numero_hipotecas,586.0,347.0,569.0,497.0,540.0,334.0,386.0,546.0,532.0,435.0,340.0,450.0
6.0,6.0,Badajoz,883.0,2006,Sociedad_Anonima,6.0,35803975339.5203,1452266.34287763,Numero_hipotecas,1781.0,1601.0,1680.0,1329.0,1837.0,2008.0,1489.0,1380.0,1562.0,1753.0,1619.0,1356.0
7.0,7.0,"Balears, Illes",3471.0,2006,Sociedad_Anonima,7.0,8397658655.339479,1885856.05039272,Numero_hipotecas,4993.0,5843.0,5747.0,4000.0,6004.0,4968.0,4534.0,4342.0,4834.0,4730.0,4567.0,3753.0
8.0,8.0,Barcelona,22197.0,2006,Sociedad_Anonima,8.0,13892170189.5469,1078129.1918187,Numero_hipotecas,19454.0,18541.0,20884.0,15158.0,19707.0,18342.0,17564.0,15037.0,17764.0,15697.0,15121.0,11686.0
9.0,9.0,Burgos,851.0,2006,Sociedad_Anonima,9.0,26203492774.134,1530155.70044239,Numero_hipotecas,1043.0,1042.0,1007.0,1009.0,875.0,810.0,822.0,1159.0,1022.0,1073.0,899.0,796.0
10.0,10.0,Cáceres,485.0,2006,Sociedad_Anonima,10.0,33620075321.1089,1242300.63638205,Numero_hipotecas,728.0,699.0,713.0,579.0,743.0,703.0,826.0,526.0,639.0,821.0,881.0,536.0
